sample_id	clock_like_number	subclonal_count	timing_late_clonal_count	timing_early_clonal_count	timing_na_clonal_count	timing_subclonal_count
CPCT02020246T	334	61	3	9	259	63
CPCT02060245T	366	11	13	31	322	0
CPCT02110040T	702	53	193	209	254	46
CPCT02060254T	466	10	134	272	60	0
CPCT02010856T	279	6	60	99	120	0
CPCT02070319T	491	20	0	15	476	0
CPCT02060022T	174	10	0	5	163	6
CPCT02070098T	635	23	257	297	81	0
CPCT02030325T	398	93	4	22	306	66
CPCT02010424T	360	7	85	224	51	0
CPCT02010648T	885	13	381	211	293	0
CPCT02010369T	608	28	151	136	302	19
CPCT02080175T	445	2	168	257	20	0
CPCT02030422T	124	7	0	2	122	0
CPCT02090012T	393	17	9	8	376	0
CPCT02010408TII	287	23	16	193	37	41
CPCT02060181T	455	44	29	41	347	38
CPCT02070290T	429	23	198	137	94	0
CPCT02080181TII	556	31	8	47	473	28
CPCT02020794T	390	17	7	5	378	0
CPCT02040072T	405	21	4	0	401	0
WIDE01010138T	382	13	115	164	103	0
CPCT02070436T	679	1	231	135	313	0
CPCT02080297T	478	84	23	15	440	0
WIDE01010492T	355	13	117	71	154	13
WIDE01010937T	319	12	0	5	314	0
WIDE01010778T	385	68	53	50	213	69
WIDE01010797T	387	41	37	61	255	34
WIDE01010834T	890	165	282	205	196	207
WIDE01010893T	503	22	195	137	171	0
WIDE01010933T	310	43	0	10	300	0
WIDE01010802T	205	87	0	5	113	87
WIDE01010957T	352	3	22	9	321	0
WIDE01010886T	677	99	0	5	672	0
WIDE01010981T	333	34	10	10	313	0
WIDE01011043T	459	6	110	119	230	0
WIDE01011124T	373	6	59	154	160	0
WIDE01011144T	495	145	105	281	109	0
WIDE01011127T	397	44	93	98	157	49
CPCT02340046T	285	4	0	5	280	0
CPCT02060191T	1088	8	347	338	403	0
CPCT02060104T	124	0	0	10	114	0
CPCT02010386T	551	51	113	220	159	59
CPCT02010680T	283	2	0	0	283	0
CPCT02070051T	316	11	3	1	312	0
CPCT02070366T	200	12	1	4	195	0
CPCT02080206T	205	12	0	4	192	9
CPCT02080227T	381	1	96	275	10	0
CPCT02090057T	193	8	0	5	179	9
WIDE01010743T	465	52	0	16	414	35
WIDE01010736T	180	175	NA	NA	NA	NA
WIDE01010421T	385	94	0	9	284	92
WIDE01010452T	435	128	0	26	279	130
WIDE01010374T	342	1	1	17	326	1
WIDE01010527T	127	0	0	3	124	0
WIDE01010517T	344	12	0	12	332	0
WIDE01010861T	261	6	0	3	258	0
WIDE01010851T	417	16	1	7	409	0
WIDE01010822T	212	37	0	12	167	33
WIDE01010781T	509	0	158	200	151	0
WIDE01010941T	156	0	1	24	131	0
WIDE01010958T	562	14	215	246	101	0
WIDE01010917T	376	28	3	19	354	0
WIDE01011015T	693	14	21	35	637	0
CPCT02020337T	1324	5	61	143	1120	0
CPCT02010918T	1061	81	128	561	284	88
CPCT02040045T	1258	25	6	51	1201	0
DRUP01010024TII	438	97	45	106	172	115
CPCT02010894TII	581	42	115	62	313	91
CPCT02370034T	1037	0	NA	NA	NA	NA
DRUP01010016T	428	0	77	183	168	0
CPCT02010409T	1017	31	237	333	447	0
CPCT02010904T	599	7	121	368	110	0
CPCT02010621T	313	0	2	14	297	0
CPCT02010980T	826	3	106	528	192	0
CPCT02120167T	1131	145	30	96	890	115
CPCT02010035T	843	277	13	28	802	0
CPCT02040301T	685	37	3	39	616	27
CPCT02010797T	1329	39	243	483	603	0
CPCT02010741T	642	1	227	111	304	0
CPCT02080086T	1141	74	182	832	127	0
CPCT02010531T	784	18	194	321	269	0
CPCT02190020T	3163	88	806	768	1589	0
CPCT02390026T	1398	3	350	678	370	0
CPCT02040214T	800	2	119	385	298	1
CPCT02060086T	674	12	0	24	650	0
CPCT02010722TII	745	0	170	513	66	2
CPCT02040106T	627	0	NA	NA	NA	NA
CPCT02040092T	688	1	NA	NA	NA	NA
CPCT02410006T	1066	7	NA	NA	NA	NA
CPCT02010842T	919	0	345	128	446	0
CPCT02040299TII	936	23	447	151	338	0
CPCT02010866TII	1361	83	464	528	369	0
CPCT02010728T	427	40	78	245	104	0
CPCT02010981T	408	1	117	165	126	0
DRUP01010038T	429	0	125	246	58	0
CPCT02010333TII	579	300	134	106	255	87
CPCT02011006T	1147	22	109	861	177	0
CPCT02010536T	999	9	NA	NA	NA	NA
CPCT02010776TII	691	2	302	146	243	0
CPCT02050339T	763	44	12	44	673	34
CPCT02390002T	778	0	121	318	339	0
CPCT02070399T	516	28	177	145	161	33
CPCT02010727T	1028	120	205	327	496	0
DRUP01010023T	1191	16	23	103	1065	0
CPCT02060265T	684	0	138	302	244	0
CPCT02120147T	1028	0	118	427	483	0
CPCT02080188T	1913	20	273	1279	361	0
CPCT02010925T	1235	161	NA	NA	NA	NA
DRUP01010101T	1069	8	494	112	463	0
CPCT02020671T	3012	0	619	1562	835	2
CPCT02010926T	1479	17	672	270	537	0
CPCT02180023T	636	13	0	12	624	0
CPCT02080030T	3551	2	1283	1234	517	517
CPCT02010954T	1397	4	146	614	637	0
CPCT02010690T	652	3	306	253	93	0
CPCT02080156T	554	34	139	233	144	38
DRUP01010111T	705	1	NA	NA	NA	NA
CPCT02270041T	416	0	NA	NA	NA	NA
CPCT02100156T	1130	0	290	299	541	0
CPCT02080092T	944	0	150	308	486	0
CPCT02010931T	673	245	178	211	284	0
CPCT02220023T	1831	2	154	658	1021	1
CPCT02010942TII	799	10	250	289	260	0
CPCT02120172T	451	0	174	181	96	0
CPCT02060121T	559	90	NA	NA	NA	NA
CPCT02010022T	1254	17	64	59	1027	104
CPCT02190045T	721	27	0	19	702	0
CPCT02040202T	541	51	24	8	509	0
CPCT02040201T	969	243	NA	NA	NA	NA
CPCT02050294T	1813	0	290	1368	155	0
CPCT02010450TII	1175	0	394	513	268	0
CPCT02040216T	645	13	7	84	554	0
CPCT02230049T	410	26	13	29	348	23
CPCT02020788T	609	0	106	191	312	0
CPCT02370031T	518	48	3	31	484	0
CPCT02120100T	497	2	111	70	318	1
CPCT02010972T	1424	5	124	620	680	0
CPCT02020784T	506	4	186	174	146	0
DRUP01040009T	970	141	225	168	453	124
CPCT02010953T	755	1	95	565	95	0
CPCT02010985T	662	0	57	404	201	0
CPCT02040173T	1102	6	259	400	443	0
CPCT02300015T	934	13	137	210	587	0
CPCT02230060T	1214	351	21	70	786	337
DRUP01340010T	523	28	307	114	74	28
CPCT02120140T	729	3	NA	NA	NA	NA
CPCT02070276T	890	0	33	111	750	2
CPCT02020308T	13192	171	137	59	12996	0
DRUP01010064T	823	8	103	640	80	0
CPCT02010966TII	752	0	222	480	50	0
DRUP01020006T	929	138	4	5	920	0
CPCT02100145T	738	1	136	362	240	0
CPCT02410013T	825	8	NA	NA	NA	NA
CPCT02010478TII	411	61	0	0	338	73
CPCT02040051T	819	175	2	39	556	222
CPCT02120152T	654	23	21	17	616	0
CPCT02010990T	311	29	1	2	308	0
CPCT02110002T	708	37	31	60	617	0
CPCT02060214T	623	12	14	49	560	0
CPCT02010706T	685	0	55	47	583	0
CPCT02080229T	548	11	31	35	482	0
DRUP01190001T	638	209	197	307	134	0
CPCT02040280TII	2024	17	412	885	727	0
CPCT02020555T	840	209	46	289	286	219
DRUP01060014T	337	42	1	6	290	40
CPCT02190031T	985	1	20	22	943	0
CPCT02010134T	888	0	105	452	331	0
CPCT02010266T	461	0	84	317	60	0
CPCT02010979T	689	138	150	138	269	132
DRUP01010034T	1586	0	NA	NA	NA	NA
CPCT02010123T	655	260	4	10	356	285
CPCT02010481T	704	0	267	381	56	0
CPCT02010965T	1372	3	616	165	591	0
CPCT02040298T	127	3	0	2	123	2
CPCT02170019T	1123	0	491	126	506	0
CPCT02020429T	998	21	290	368	340	0
CPCT02040174T	730	2	12	14	704	0
CPCT02010738T	1241	15	307	629	305	0
CPCT02011009T	596	0	NA	NA	NA	NA
DRUP01060011T	493	1	106	350	37	0
CPCT02140021T	595	0	150	128	317	0
CPCT02010989T	1418	0	934	417	67	0
CPCT02040117T	1150	0	144	496	510	0
CPCT02120146T	729	0	37	93	599	0
CPCT02120164T	1158	13	235	589	334	0
CPCT02010524T	855	0	NA	NA	NA	NA
CPCT02010984T	617	1	NA	NA	NA	NA
CPCT02100184T	767	1	202	406	159	0
CPCT02010063T	331	98	2	10	229	90
CPCT02010802T	746	10	307	119	320	0
CPCT02110017T	990	1	263	564	169	3
CPCT02080105T	1335	44	9	63	1263	0
DRUP01010017T	1091	0	196	625	270	0
CPCT02050349T	900	0	59	441	400	0
CPCT02050321T	920	2	509	360	51	0
CPCT02010924T	497	0	1	22	474	0
CPCT02010847T	1572	342	88	500	594	396
CPCT02010037T	407	13	0	2	405	0
DRUP01060026T	378	100	92	181	105	0
WIDE01010390T	1452	1	386	421	647	1
CPCT02010874T	886	8	208	242	436	0
CPCT02120040T	1277	6	351	586	340	0
CPCT02120125T	727	7	7	12	708	0
CPCT02010122T	1293	9	446	625	182	40
CPCT02020334T	936	0	135	502	299	0
CPCT02120138T	640	0	294	287	59	0
CPCT02010606T	1012	3	50	850	112	0
CPCT02010911T	2219	0	NA	NA	NA	NA
CPCT02270022T	1052	11	175	522	355	0
CPCT02040039T	478	21	55	134	293	2
CPCT02010976T	1398	29	291	352	755	0
CPCT02010967T	1258	0	NA	NA	NA	NA
WIDE01010260T	669	0	2	73	594	0
CPCT02010373T	1923	53	183	851	819	70
CPCT02020294T	1453	5	363	767	323	0
CPCT02050412T	724	2	275	85	364	0
CPCT02011001T	625	21	6	14	586	19
CPCT02020353T	908	9	159	593	156	0
CPCT02390032T	1898	0	288	1089	521	0
DRUP01270004T	601	0	261	191	149	0
CPCT02010760T	586	6	65	329	192	0
DRUP01010092T	587	0	NA	NA	NA	NA
CPCT02020485T	659	8	189	94	323	53
DRUP01010110T	452	0	35	75	342	0
CPCT02120097T	813	33	10	67	680	56
CPCT02011004T	787	0	NA	NA	NA	NA
CPCT02100149T	931	0	180	447	304	0
CPCT02240013T	845	61	315	351	61	118
CPCT02270036T	888	80	7	49	762	70
CPCT02010986T	1235	0	NA	NA	NA	NA
CPCT02010852T	1177	0	336	630	211	0
CPCT02120107T	830	0	176	534	120	0
CPCT02120088T	505	0	195	244	66	0
CPCT02030546T	21481	287	5390	10850	5241	0
CPCT02060261T	1095	0	NA	NA	NA	NA
CPCT02020343T	387	77	4	26	298	59
CPCT02060143T	1462	0	347	764	351	0
CPCT02070396T	773	133	263	186	140	184
CPCT02040198T	861	0	77	383	401	0
CPCT02080089T	1068	6	389	368	311	0
CPCT02010982T	655	0	173	482	0	0
CPCT02010780T	1553	23	92	601	860	0
CPCT02230086T	4180	26	37	9	4134	0
CPCT02080088T	398	40	1	7	390	0
DRUP01050038T	200	6	0	0	200	0
CPCT02020497T	342	0	18	230	94	0
CPCT02010263T	1657	0	NA	NA	NA	NA
CPCT02010655T	222	0	14	10	198	0
DRUP01090005T	834	30	184	404	246	0
CPCT02020491T	2316	57	383	958	975	0
CPCT02040115TII	500	0	NA	NA	NA	NA
CPCT02020306T	451	6	0	29	422	0
CPCT02010858T	543	168	7	31	293	215
CPCT02010530T	640	5	67	258	315	0
CPCT02060206T	1393	4	112	349	932	0
CPCT02190006T	1006	38	262	269	475	0
CPCT02190047T	788	0	152	403	233	0
CPCT02010477T	558	0	155	248	155	0
CPCT02020630T	1534	24	281	603	650	0
CPCT02010807T	738	6	216	343	183	2
CPCT02010507T	757	25	133	315	309	0
DRUP01010090T	1616	8	325	1050	241	0
CPCT02010612T	1118	0	NA	NA	NA	NA
CPCT02040286T	1131	0	NA	NA	NA	NA
CPCT02010050T	1282	13	315	404	563	0
CPCT02010865T	358	0	0	1	357	0
CPCT02120161T	916	22	102	103	476	235
CPCT02330122T	3411	86	1	115	3297	1
CPCT02270034T	1674	24	154	124	1396	0
CPCT02010870T	1516	12	336	847	333	0
CPCT02070393T	1486	4	456	611	419	0
CPCT02010895T	1037	50	163	657	217	0
CPCT02020535T	774	0	52	316	406	0
CPCT02040054T	518	170	2	13	347	156
CPCT02050344T	527	19	240	135	152	0
CPCT02390030T	732	0	NA	NA	NA	NA
CPCT02050346T	543	16	0	4	539	0
CPCT02030500T	509	0	6	72	433	1
CPCT02370019T	1165	9	566	141	460	1
CPCT02010945T	773	2	136	221	416	0
CPCT02040157T	1019	1	368	119	532	0
CPCT02010667T	1098	0	210	481	407	0
CPCT02080138T	1513	5	260	699	554	0
CPCT02070404T	457	18	6	31	383	37
CPCT02010977T	727	2	256	114	357	0
CPCT02010455T	576	0	44	90	442	0
CPCT02270029T	2171	18	280	1105	786	0
CPCT02040093T	990	26	293	391	306	0
DRUP01010096T	2064	1	598	1220	246	0
CPCT02140028T	914	16	263	496	157	1
CPCT02390028T	451	2	0	4	447	0
WIDE01010677T	777	51	195	370	212	0
CPCT02070320T	871	9	137	423	311	0
CPCT02010269T	944	60	NA	NA	NA	NA
CPCT02010849T	477	0	121	158	198	0
CPCT02010938T	1132	33	327	447	358	0
CPCT02050283T	382	15	1	7	376	1
CPCT02020452T	632	107	16	65	467	93
CPCT02180002T	1132	56	169	460	503	0
CPCT02270043T	793	324	NA	NA	NA	NA
CPCT02160045T	1226	36	231	375	620	0
CPCT02070422T	1256	11	267	494	495	0
CPCT02070321T	414	231	16	0	177	221
CPCT02010407T	1368	1	314	465	589	0
CPCT02010853T	494	36	15	34	422	23
CPCT02020417T	699	74	121	86	414	78
CPCT02010603T	663	4	11	47	605	0
DRUP01010010T	557	61	115	270	172	0
CPCT02390006T	677	12	27	79	566	8
CPCT02140018T	718	13	191	133	334	60
CPCT02080114T	1092	4	446	354	292	0
DRUP01070030T	520	40	NA	NA	NA	NA
CPCT02020482T	1215	0	6	35	1174	0
CPCT02010452T	1576	4	409	823	344	0
CPCT02190040T	340	12	8	12	302	18
CPCT02020305T	552	0	NA	NA	NA	NA
CPCT02040255T	731	5	265	164	302	0
CPCT02020458T	446	11	6	20	420	0
CPCT02010867T	3672	0	427	2097	1148	0
DRUP01010104T	788	8	5	24	759	0
CPCT02040104T	1443	8	163	318	962	0
CPCT02010811T	599	1	144	194	261	0
CPCT02010903T	935	4	98	186	651	0
CPCT02010913T	734	33	30	93	611	0
CPCT02010567TII	582	193	91	61	236	194
CPCT02270026T	2046	10	572	567	909	1
CPCT02040221T	628	17	74	217	337	0
DRUP01010078T	2990	24	987	274	1729	0
CPCT02010683T	1449	0	NA	NA	NA	NA
CPCT02230088T	2242	110	503	779	960	0
CPCT02190043T	1660	5	405	475	780	0
CPCT02010451T	767	73	9	24	734	0
CPCT02040251T	375	0	2	13	360	0
DRUP01010054T	639	0	NA	NA	NA	NA
CPCT02010356T	479	8	27	26	426	0
CPCT02010272T	1045	1	259	375	411	0
WIDE01010253T	678	13	274	196	208	0
WIDE01010002T	852	19	193	240	419	0
CPCT02011065T	1046	711	NA	NA	NA	NA
WIDE01010099T	457	25	0	7	371	79
CPCT02011040TII	595	92	146	317	5	127
WIDE01010065T	1228	1	245	443	540	0
CPCT02011042T	722	0	308	283	131	0
WIDE01010079T	674	0	NA	NA	NA	NA
WIDE01010083T	472	4	118	245	109	0
CPCT02011056T	1005	4	585	253	169	1
DRUP01010119T	474	0	161	147	166	0
WIDE01010194T	1011	0	328	390	293	0
WIDE01010019T	1178	0	89	744	345	0
DRUP01020043T	619	0	385	153	81	0
CPCT02011038T	85	50	0	0	42	43
CPCT02011107T	905	1	183	458	264	0
CPCT02010500T	1099	11	341	184	574	0
WIDE01010003T	915	0	481	256	180	1
CPCT02011106T	341	25	NA	NA	NA	NA
CPCT02011035T	505	9	0	8	497	0
CPCT02011079T	1624	9	419	948	257	0
WIDE01010241T	1668	58	483	403	717	65
CPCT02040341T	842	7	NA	NA	NA	NA
WIDE01010005T	648	55	84	340	140	84
WIDE01010139T	1999	56	347	761	891	0
WIDE01010256T	515	0	1	6	508	0
WIDE01010075T	4642	8	320	81	4247	3
WIDE01010307T	1260	8	301	522	437	0
CPCT02011071T	637	0	154	454	29	0
WIDE01010058T	899	0	NA	NA	NA	NA
CPCT02040312T	850	7	249	167	434	0
CPCT02050439T	777	3	214	221	342	0
CPCT02011053T	1007	0	NA	NA	NA	NA
CPCT02011068T	1015	0	412	256	347	0
WIDE01010217T	1464	6	269	1054	143	1
CPCT02011082T	882	27	8	67	807	0
WIDE01010188T	531	17	66	167	298	0
WIDE01010813T	946	89	NA	NA	NA	NA
CPCT02011069T	1011	5	464	373	174	0
DRUP01040010T	1374	0	NA	NA	NA	NA
CPCT02270049T	548	4	148	183	217	0
CPCT02011086T	659	5	173	152	334	0
WIDE01010263T	951	22	199	386	366	0
WIDE01010088T	830	0	99	357	374	0
CPCT02070447T	392	51	6	26	310	50
WIDE01010134T	866	51	274	144	394	54
CPCT02011047T	684	0	258	387	39	0
WIDE01010026T	831	1	173	534	124	0
WIDE01010057T	623	0	148	394	81	0
WIDE01010191T	264	1	1	26	237	0
CPCT02011088T	1231	1	189	545	497	0
CPCT02011070T	644	7	310	260	74	0
CPCT02270045T	573	13	84	285	187	17
CPCT02040315T	748	21	7	55	688	1
CPCT02011031T	753	46	28	53	623	49
CPCT02020964T	1109	112	19	79	897	114
CPCT02130173T	1030	7	359	244	427	0
CPCT02011089TII	889	0	233	253	403	0
CPCT02011029T	634	471	287	125	222	0
CPCT02011022T	644	0	156	53	435	0
CPCT02011055T	1134	14	233	429	472	0
WIDE01010104T	898	6	0	19	879	0
CPCT02011050T	10099	11	NA	NA	NA	NA
CPCT02011074T	970	0	NA	NA	NA	NA
CPCT02011051T	589	0	182	236	171	0
CPCT02011093T	1028	0	319	110	599	0
CPCT02011087T	823	0	227	292	304	0
WIDE01010151T	636	17	276	37	310	13
CPCT02270046T	637	88	8	8	562	62
WIDE01010176T	515	7	246	99	170	0
WIDE01010276T	1490	1	154	652	684	0
CPCT02410019T	935	2	8	97	830	0
CPCT02011046T	560	0	174	329	57	0
CPCT02011097T	732	24	40	46	646	0
WIDE01010089T	461	7	15	23	423	0
WIDE01010224T	998	0	NA	NA	NA	NA
CPCT02010955T	1182	1	482	316	384	0
WIDE01010238TII	722	53	101	379	188	54
WIDE01010130TII	474	0	221	147	106	0
CPCT02011021T	1412	48	598	215	403	196
CPCT02011017T	777	1	46	396	335	0
CPCT02020912T	401	1	84	210	107	0
CPCT02011059T	489	0	173	187	129	0
WIDE01010175T	275	30	0	0	275	0
WIDE01010122T	1034	41	169	590	275	0
WIDE01010082T	575	7	135	271	169	0
WIDE01010189T	2302	64	136	155	2011	0
CPCT02011080T	471	0	3	12	456	0
CPCT02011057T	1152	88	61	101	898	92
CPCT02011019T	580	37	39	61	446	34
CPCT02040329T	976	11	132	606	238	0
CPCT02020906T	1121	20	405	244	472	0
CPCT02011105T	913	217	112	106	579	116
WIDE01010090T	502	0	145	119	238	0
WIDE01010287T	902	61	197	361	344	0
CPCT02011077T	511	0	26	23	462	0
CPCT02020925T	1120	0	284	306	530	0
WIDE01010115T	756	5	204	473	79	0
CPCT02020887T	476	7	99	265	112	0
WIDE01010121T	380	19	70	184	126	0
WIDE01010127T	1698	24	175	726	797	0
CPCT02011102T	709	0	166	263	282	1
CPCT02011052T	1459	0	195	756	508	0
WIDE01010081TII	584	1	153	41	390	0
WIDE01010034T	351	3	9	31	311	0
CPCT02011044T	654	0	NA	NA	NA	NA
CPCT02040320T	1365	151	194	486	685	0
CPCT02011067T	493	13	137	191	165	0
CPCT02040338T	380	209	38	31	311	0
CPCT02011015T	2622	50	588	615	1419	0
CPCT02011032T	1617	0	1274	301	42	0
CPCT02011036T	1176	3	466	274	436	0
CPCT02190052T	1074	2	211	319	544	0
WIDE01010157T	846	9	12	167	667	0
CPCT02010927T	919	11	259	198	462	0
CPCT02011018T	1238	0	287	394	557	0
CPCT02011008T	532	0	130	183	219	0
WIDE01010648T	1824	97	493	943	388	0
WIDE01010449T	480	13	133	153	194	0
WIDE01010306T	516	0	NA	NA	NA	NA
WIDE01010646T	1025	0	NA	NA	NA	NA
WIDE01010557T	3344	15	883	1855	606	0
WIDE01010671T	739	0	0	14	725	0
WIDE01010333T	973	13	212	491	270	0
WIDE01010658T	583	44	35	146	402	0
WIDE01010679T	396	33	0	1	395	0
WIDE01010593T	556	20	13	45	498	0
WIDE01010398T	1161	684	289	374	498	0
WIDE01010316TII	1239	17	571	252	416	0
WIDE01010395T	1513	22	551	121	841	0
WIDE01010419T	746	0	104	468	174	0
WIDE01010685T	707	20	143	34	510	23
WIDE01010558T	510	51	NA	NA	NA	NA
WIDE01010675TII	1431	2	1058	319	54	0
WIDE01010403T	1090	4	335	160	595	0
WIDE01010610T	1178	32	319	329	532	1
WIDE01010242T	1190	4	525	653	12	0
WIDE01010739T	404	0	155	96	157	2
WIDE01010313TII	357	44	3	11	306	37
WIDE01010667T	502	1	1	26	475	0
WIDE01010368T	948	0	464	273	211	0
WIDE01010474T	1136	6	434	478	224	0
WIDE01010513T	1084	13	215	415	454	0
WIDE01010480T	634	95	130	129	186	189
WIDE01010528T	832	321	364	107	361	0
WIDE01010502TII	456	14	31	72	346	7
WIDE01010666T	435	0	138	230	67	0
WIDE01010523T	1627	5	463	574	590	0
WIDE01010615T	532	6	130	301	101	0
WIDE01010689T	284	5	0	3	281	0
WIDE01010549T	383	25	0	11	372	0
WIDE01010399T	1530	0	846	159	525	0
WIDE01010656T	764	17	392	161	211	0
WIDE01010630T	1950	107	382	798	770	0
WIDE01010720T	299	5	3	22	274	0
WIDE01010337T	599	7	0	17	582	0
WIDE01010457T	904	85	245	180	479	0
WIDE01010334T	468	0	3	58	407	0
WIDE01010101T	915	11	5	25	885	0
WIDE01010491T	243	5	0	0	243	0
WIDE01010472T	649	17	220	248	181	0
WIDE01010591T	833	2	346	77	396	14
WIDE01010495T	491	8	4	39	448	0
WIDE01010343T	1109	69	78	64	911	56
WIDE01010619T	562	2	68	118	376	0
WIDE01010589T	616	8	303	269	44	0
WIDE01010708T	659	28	309	132	218	0
WIDE01010422T	1460	2	NA	NA	NA	NA
WIDE01010417T	516	0	3	32	481	0
DRUP01230005T	904	1	58	558	288	0
WIDE01010501T	1009	1	211	189	611	1
WIDE01010363T	819	69	158	377	284	0
DRUP01010149T	537	107	99	373	42	23
WIDE01010312T	1103	6	72	716	315	0
WIDE01010657T	968	293	0	27	941	0
WIDE01010833T	455	86	79	186	48	142
WIDE01010811T	405	188	6	17	159	223
WIDE01010767T	511	0	132	92	287	0
WIDE01010798T	740	0	286	399	55	0
WIDE01010770T	839	0	171	323	345	0
WIDE01010840T	604	0	NA	NA	NA	NA
WIDE01010984T	1379	12	543	110	602	124
WIDE01010837T	659	32	293	92	229	45
WIDE01010746T	555	0	NA	NA	NA	NA
WIDE01010817T	486	0	256	198	32	0
WIDE01010776T	754	4	27	73	601	56
WIDE01010915T	985	17	184	181	620	0
DRUP01010230T	294	0	NA	NA	NA	NA
WIDE01010774T	746	0	NA	NA	NA	NA
WIDE01010831T	433	0	133	237	63	0
WIDE01010791T	577	0	213	272	92	0
WIDE01010756T	467	4	7	15	447	1
WIDE01010974T	896	20	290	168	438	0
WIDE01010764T	1049	3	288	214	547	0
WIDE01010843T	1229	1	300	777	152	0
WIDE01010852T	1372	28	8	127	1237	0
WIDE01010626T	1062	0	NA	NA	NA	NA
WIDE01010930T	758	22	143	462	153	0
WIDE01010792T	906	13	175	125	606	0
WIDE01010752T	1055	0	NA	NA	NA	NA
WIDE01010846T	642	0	188	141	313	0
WIDE01010864T	899	0	157	499	243	0
WIDE01010850T	662	29	129	161	372	0
WIDE01010924T	1920	0	NA	NA	NA	NA
WIDE01010838T	470	0	104	83	283	0
WIDE01010793T	955	44	233	496	226	0
WIDE01010789T	563	2	128	14	421	0
WIDE01010814T	847	0	NA	NA	NA	NA
WIDE01010900T	492	0	157	260	75	0
WIDE01010782T	583	2	197	343	43	0
WIDE01010819T	1016	45	435	191	390	0
WIDE01010922T	908	0	167	466	275	0
WIDE01010835T	761	8	234	320	207	0
WIDE01010993T	603	0	187	251	165	0
WIDE01011010T	421	8	13	17	391	0
WIDE01010598T	579	4	295	224	60	0
WIDE01010643T	841	1	284	192	365	0
WIDE01010954T	883	1	146	593	144	0
WIDE01010966T	633	0	255	93	287	1
WIDE01010976T	814	0	183	276	355	0
WIDE01011008T	992	0	NA	NA	NA	NA
WIDE01011021T	1154	58	158	529	467	0
WIDE01011029T	2267	10	130	711	1428	1
WIDE01011032T	897	34	195	413	221	68
WIDE01011063T	203	1	0	0	203	0
WIDE01011088T	381	0	15	37	331	1
WIDE01011091T	1161	205	17	85	813	246
WIDE01011093T	388	30	93	74	164	57
WIDE01011095T	1245	202	NA	NA	NA	NA
WIDE01011103T	740	9	77	71	549	43
WIDE01011104T	396	3	126	159	111	0
WIDE01011111T	510	84	117	288	29	79
WIDE01011118T	712	26	158	127	427	0
WIDE01011125T	402	94	NA	NA	NA	NA
WIDE01011126T	571	0	8	5	558	0
WIDE01011139T	1757	18	385	442	930	0
WIDE01011140T	981	0	322	610	49	0
WIDE01011054T	351	0	75	257	19	0
CPCT02050203T	675	0	210	146	319	0
CPCT02060110T	126	0	0	5	121	0
CPCT02290021T	638	16	193	225	220	0
CPCT02330021T	623	6	1	27	595	0
CPCT02130051T	377	20	23	30	324	0
CPCT02060142T	328	15	18	28	282	0
CPCT02120120T	184	21	0	7	155	22
CPCT02070418T	387	39	2	7	340	38
CPCT02110078T	628	18	192	72	343	21
CPCT02020544T	363	12	17	52	296	1
CPCT02070271T	257	10	0	1	256	0
CPCT02040038T	501	0	109	175	217	0
CPCT02100030T	650	159	162	182	129	177
CPCT02020593T	574	11	194	183	197	0
CPCT02020420T	337	19	0	11	326	0
CPCT02220006T	570	17	170	122	262	16
CPCT02090043T	360	11	2	8	350	0
CPCT02370026T	209	4	14	70	118	7
CPCT02030482T	649	75	19	38	461	131
CPCT02030303T	572	23	120	193	215	44
CPCT02030455T	699	0	372	317	10	0
CPCT02450007T	402	12	21	27	340	14
CPCT02030477T	188	12	0	3	185	0
CPCT02080236T	946	3	321	108	462	55
CPCT02040224T	712	6	317	109	251	35
CPCT02020516T	572	151	11	39	364	158
CPCT02080198T	238	9	0	2	229	7
CPCT02040223T	704	21	127	90	487	0
CPCT02020659T	372	0	67	212	93	0
CPCT02030250T	569	26	160	147	262	0
CPCT02060056T	503	35	120	230	123	30
CPCT02020740T	459	6	38	48	373	0
CPCT02070358T	675	38	106	403	125	41
CPCT02120132T	439	104	197	97	114	31
CPCT02140079T	199	20	11	50	113	25
CPCT02060251T	132	38	0	0	94	38
CPCT02020333T	768	19	168	132	450	18
CPCT02030259TIII	674	20	NA	NA	NA	NA
CPCT02030495T	583	16	115	79	348	41
CPCT02040064T	684	23	157	44	424	59
CPCT02130093T	380	15	0	5	375	0
CPCT02030517T	655	21	11	32	587	25
CPCT02360009T	1525	4	369	470	686	0
CPCT02020741T	701	266	3	19	532	147
CPCT02020434T	782	34	248	115	394	25
CPCT02070348T	831	39	348	213	200	70
CPCT02070210T	1348	4	233	1013	104	1
CPCT02060094T	404	64	1	14	246	143
CPCT02340032T	542	107	2	19	400	121
CPCT02030505T	408	3	25	24	359	0
CPCT02020249T	972	137	230	112	538	92
CPCT02060196T	683	0	186	79	418	0
CPCT02030498T	344	57	0	5	283	56
CPCT02060226T	557	8	111	186	260	0
CPCT02020307T	619	85	206	98	244	71
CPCT02010646T	567	0	40	265	262	0
CPCT02050058T	848	139	169	127	422	133
CPCT02090018T	750	24	170	131	307	142
CPCT02180005T	766	30	136	155	475	0
CPCT02330023T	569	4	118	56	368	27
CPCT02070324T	208	41	0	0	170	38
DRUP01020004T	357	5	75	255	27	0
CPCT02070058T	538	136	50	52	297	142
CPCT02290028T	663	26	22	87	554	0
CPCT02210066T	530	19	85	360	85	0
