sample_id	clock_like_number	subclonal_count	timing_late_clonal_count	timing_early_clonal_count	timing_na_clonal_count	timing_subclonal_count
CPCT02230050T	1433	12	514	322	597	0
CPCT02020572T	358	22	18	25	297	18
CPCT02080191T	485	122	36	39	321	89
WIDE01010264T	533	0	197	80	256	0
WIDE01010012T	370	27	68	141	128	33
WIDE01010216T	402	21	0	12	390	0
WIDE01010205T	806	20	244	135	383	44
CPCT02070465T	998	190	261	221	270	246
CPCT02220079T	791	0	216	558	17	0
WIDE01010292T	100	4	0	0	100	0
CPCT02060268T	294	0	NA	NA	NA	NA
CPCT02070434T	484	69	0	18	400	66
WIDE01010536T	153	4	0	5	136	12
WIDE01010385T	943	64	349	115	479	0
WIDE01010554T	272	0	48	142	82	0
WIDE01010401T	726	1	233	158	335	0
WIDE01010676T	20920	1291	1	1	20920	1
WIDE01010733T	371	0	7	21	343	0
WIDE01010301T	455	22	1	25	386	43
WIDE01010414T	735	34	219	143	330	46
WIDE01010420T	1399	944	124	89	361	825
WIDE01010862T	381	7	0	16	356	9
WIDE01010754T	235	11	0	0	235	0
WIDE01010416T	703	25	204	317	182	0
WIDE01010762T	412	8	45	59	297	11
WIDE01010883T	176	14	0	0	176	0
WIDE01010902TII	297	124	0	0	179	118
WIDE01010761T	349	0	42	267	40	0
WIDE01010890T	580	13	199	76	270	35
WIDE01011012T	556	2	182	166	208	0
WIDE01010780T	308	0	84	84	140	0
WIDE01010928TII	176	15	0	1	175	0
WIDE01010991T	677	24	143	64	455	15
WIDE01011069T	669	29	115	95	437	22
WIDE01011137T	697	7	290	171	236	0
CPCT02230001T	580	1	4	29	547	0
CPCT02160010T	878	154	1	40	785	52
CPCT02050312T	1033	1	4	38	991	0
CPCT02100135T	1065	11	9	17	1039	0
CPCT02130118T	868	0	144	513	211	0
CPCT02130082T	804	45	28	691	41	44
CPCT02210054T	1350	9	0	28	1322	0
CPCT02070231T	1169	0	180	689	302	1
CPCT02090031T	429	0	82	252	95	0
CPCT02380033T	1046	8	36	112	898	0
CPCT02210068T	698	1	101	499	98	0
CPCT02090039T	834	11	3	15	816	0
CPCT02070132T	856	3	2	43	813	1
CPCT02090060T	1078	7	117	689	272	0
CPCT02080091T	1080	63	5	76	970	29
CPCT02070177T	433	0	40	243	150	0
CPCT02210031T	859	0	NA	NA	NA	NA
CPCT02050070T	441	11	1	5	435	0
CPCT02060210T	837	0	249	379	209	0
CPCT02370030T	1413	71	5	83	1282	43
CPCT02060111T	917	4	12	41	864	0
CPCT02110060T	1085	0	NA	NA	NA	NA
CPCT02130010T	1148	4	207	231	698	12
DRUP01090022T	559	21	26	28	505	0
CPCT02330014T	627	0	0	33	594	0
CPCT02060058T	915	0	162	584	171	1
CPCT02250006T	861	12	8	77	701	75
CPCT02130079T	1344	0	NA	NA	NA	NA
CPCT02130129T	757	0	15	36	706	0
CPCT02410012T	655	18	20	34	601	0
CPCT02190041T	1815	39	75	216	1483	41
CPCT02030366T	1220	15	151	897	174	1
CPCT02080238T	1078	3	296	487	295	0
CPCT02020483T	1095	0	NA	NA	NA	NA
CPCT02040083T	792	18	117	270	405	0
CPCT02060167T	1100	12	6	28	1066	0
CPCT02380050T	758	10	81	535	142	0
CPCT02180038T	681	9	9	16	656	0
CPCT02050195T	689	19	11	27	651	0
CPCT02230035T	1137	13	169	147	821	0
CPCT02030262T	591	21	94	157	340	0
CPCT02250001T	1199	0	124	709	366	0
CPCT02060116T	1066	0	240	139	687	0
CPCT02290049T	1321	145	0	0	1321	0
CPCT02180029T	228	38	0	0	190	38
CPCT02050239T	1044	78	19	154	777	94
CPCT02030290T	521	18	28	41	448	10
CPCT02120123T	970	0	115	297	558	0
CPCT02130025T	1985	9	33	77	1875	0
CPCT02060108T	1201	10	57	205	939	0
CPCT02050223T	866	25	1	46	796	23
CPCT02330100T	1288	1	3	33	1252	0
CPCT02130044T	718	3	5	12	701	0
CPCT02090027T	468	0	2	35	431	0
CPCT02050089T	921	27	3	42	876	0
CPCT02210036T	1480	42	27	43	1410	0
CPCT02090047T	1056	1	146	557	353	0
CPCT02050135T	846	0	158	273	415	0
CPCT02250002T	1097	0	11	87	1001	1
CPCT02330006T	860	1	6	16	838	0
CPCT02380032T	827	7	26	19	782	0
CPCT02130120T	1513	0	NA	NA	NA	NA
CPCT02180020T	1830	165	15	51	1554	210
CPCT02130014T	1596	3	193	1251	152	0
WIDE01010103T	630	0	9	32	589	0
CPCT02060107T	1513	9	148	736	629	0
CPCT02030501T	723	1	120	472	133	1
CPCT02120131T	1596	0	4	9	1583	0
CPCT02050244T	1236	0	128	897	211	0
CPCT02440009T	592	0	38	291	263	0
CPCT02190001T	840	10	57	554	229	0
CPCT02050246T	892	49	17	113	723	39
CPCT02260012T	704	5	10	47	603	44
WIDE01010243T	746	17	0	9	737	0
CPCT02220061T	1387	253	13	79	1043	252
WIDE01010068T	1565	5	203	737	625	0
DRUP01020037T	715	5	15	41	659	0
CPCT02330135T	963	1	312	241	410	0
CPCT02200008T	1210	0	7	43	1160	0
CPCT02050447T	760	12	22	75	663	0
DRUP01070119T	18697	677	409	812	17476	0
CPCT02200009T	551	0	51	322	178	0
CPCT02320011T	283	2	38	236	9	0
CPCT02440028T	856	0	NA	NA	NA	NA
CPCT02070491T	1060	1	NA	NA	NA	NA
CPCT02110088T	833	0	158	293	382	0
CPCT02110090T	927	3	157	152	618	0
CPCT02380054T	1636	10	386	206	1044	0
CPCT02130189T	1502	11	290	420	794	1
CPCT02110089T	1517	26	34	255	1204	24
CPCT02020996T	1378	51	230	342	751	55
CPCT02440027T	1415	40	296	229	890	0
CPCT02100205T	1089	56	81	508	439	61
CPCT02130190T	385	0	41	221	123	0
CPCT02110091T	1192	56	18	23	1151	0
CPCT02330138T	1720	89	14	73	1633	0
CPCT02330139T	716	8	1	8	707	0
CPCT02440030T	1593	16	776	353	464	0
CPCT02020997T	471	39	0	0	471	0
CPCT02290051T	181	10	0	0	181	0
CPCT02290053T	148	10	0	0	138	10
CPCT02020579T	209	6	0	6	203	0
CPCT02070298T	1134	2	70	483	581	0
CPCT02020219T	345	8	0	0	345	0
CPCT02170002T	398	2	20	128	250	0
CPCT02010338T	276	114	60	87	12	117
CPCT02020505T	305	17	0	7	298	0
CPCT02010486T	188	55	0	0	135	53
CPCT02020582T	200	12	88	37	75	0
CPCT02080223T	285	35	2	13	239	31
CPCT02130028T	1710	1004	0	0	669	1041
CPCT02020248TII	302	42	101	118	35	48
CPCT02070040T	2039	17	84	1349	606	0
CPCT02010577T	178	27	3	1	147	27
CPCT02050202T	348	17	103	177	46	22
CPCT02010688T	155	0	94	21	40	0
CPCT02030450T	128	1	0	0	128	0
CPCT02010458T	324	17	118	143	63	0
CPCT02110035T	182	13	68	39	75	0
CPCT02300019T	34	0	0	1	33	0
CPCT02020285T	1134	173	144	12	978	0
CPCT02130154T	171	10	6	30	135	0
CPCT02030471T	178	28	0	0	150	28
CPCT02170022T	204	39	NA	NA	NA	NA
CPCT02020444T	328	31	152	30	120	26
CPCT02010589T	119	3	0	0	119	0
CPCT02060236T	184	22	0	0	162	22
CPCT02080041T	258	0	19	11	230	1
CPCT02040228T	280	38	0	3	243	34
CPCT02020587T	174	21	0	0	154	20
CPCT02010312TII	329	206	1	1	126	201
WIDE01010051T	267	21	1	1	265	0
CPCT02440024T	197	40	1	9	145	42
WIDE01010006T	108	0	34	5	69	0
WIDE01010404T	2154	156	77	4	2073	0
WIDE01010869T	153	11	0	0	153	0
WIDE01010994T	185	12	4	7	161	13
CPCT02070037T	688	25	2	58	608	20
CPCT02130146T	13620	9	8153	2512	2957	1
CPCT02070208T	949	10	NA	NA	NA	NA
CPCT02090058T	586	12	0	20	556	10
CPCT02020258TII	1031	12	218	473	340	0
CPCT02070392T	996	157	0	29	814	153
CPCT02050108T	333	0	6	53	274	0
CPCT02020543T	1164	105	402	135	461	166
CPCT02440017T	737	7	193	304	240	0
CPCT02010695T	1010	15	224	519	267	0
CPCT02020658T	608	20	0	0	608	0
CPCT02070263T	911	0	179	577	155	0
CPCT02070268T	1167	37	244	274	649	0
CPCT02140050T	844	124	0	25	693	126
CPCT02070130TII	772	0	0	511	0	261
CPCT02070300T	363	19	5	4	354	0
CPCT02230108T	473	5	5	89	379	0
DRUP01070015T	20459	0	NA	NA	NA	NA
CPCT02070144T	825	14	0	26	799	0
CPCT02370013TII	704	223	0	33	493	178
CPCT02140060T	1027	49	19	39	969	0
CPCT02070055TII	650	17	173	207	270	0
CPCT02100137T	418	24	1	7	410	0
CPCT02140025T	882	21	136	402	344	0
CPCT02290050T	920	49	83	508	285	44
CPCT02020804T	747	30	0	79	638	30
CPCT02070036T	1462	18	176	647	639	0
CPCT02010361T	722	0	161	451	110	0
CPCT02010238T	387	8	0	19	361	7
CPCT02070082T	718	2	187	363	168	0
CPCT02050268T	977	24	305	394	278	0
CPCT02070141T	709	50	1	32	630	46
CPCT02011003T	840	30	21	101	686	32
CPCT02070345T	656	3	181	318	157	0
CPCT02040249T	908	1	119	626	146	17
CPCT02070074T	682	110	21	103	486	72
CPCT02070370T	647	0	NA	NA	NA	NA
CPCT02070318T	918	22	54	676	188	0
CPCT02010654T	10008	2038	0	0	8236	1772
CPCT02030520T	721	52	90	311	247	73
CPCT02070023TII	27252	294	2032	13034	12186	0
CPCT02010889T	578	34	9	51	483	35
CPCT02070035T	867	0	NA	NA	NA	NA
CPCT02020596T	1225	21	204	527	494	0
CPCT02210075T	532	11	5	17	510	0
CPCT02210026T	626	48	0	262	0	364
CPCT02070192T	14376	8544	25	30	14321	0
CPCT02260016T	721	9	112	294	315	0
CPCT02020303T	434	56	0	0	434	0
CPCT02260001T	780	112	0	18	668	94
CPCT02070032T	832	151	1	42	703	86
CPCT02020419T	809	10	149	300	360	0
CPCT02011000T	693	2	233	181	279	0
CPCT02020380TII	902	61	NA	NA	NA	NA
CPCT02020780T	537	7	10	120	407	0
CPCT02010585T	1169	15	336	672	161	0
CPCT02010256TII	1431	0	625	454	352	0
CPCT02290038T	1024	9	337	447	240	0
CPCT02070253T	749	12	NA	NA	NA	NA
CPCT02140040T	471	193	135	235	101	0
CPCT02070196T	718	13	16	18	684	0
CPCT02020351TII	705	0	185	342	178	0
CPCT02330099T	1455	55	349	489	538	79
CPCT02230052T	419	30	12	48	311	48
CPCT02070270T	1169	4	214	851	104	0
CPCT02070391T	1176	5	345	583	248	0
CPCT02040294T	891	6	130	484	277	0
CPCT02330130T	824	20	184	358	282	0
CPCT02070107TII	731	11	153	336	242	0
CPCT02070245T	1389	388	321	188	419	461
DRUP01070055T	649	0	157	453	39	0
CPCT02010255TII	941	113	12	69	747	113
CPCT02070269T	1001	61	194	245	475	87
CPCT02140022T	8743	938	63	283	7403	994
CPCT02070085TII	748	0	126	580	42	0
CPCT02140045T	1247	453	NA	NA	NA	NA
CPCT02020494T	748	29	0	10	738	0
CPCT02230091T	704	45	5	102	560	37
CPCT02040295T	624	119	7	36	465	116
CPCT02010947T	759	12	7	34	718	0
CPCT02070164T	20037	970	14	548	19475	0
CPCT02070307TII	1013	18	133	260	620	0
CPCT02070389T	947	2	301	418	228	0
CPCT02140029T	607	19	127	292	188	0
CPCT02070105T	835	0	141	393	301	0
CPCT02070143T	824	51	0	16	755	53
CPCT02070092T	839	10	192	569	78	0
CPCT02070350T	683	59	0	27	604	52
CPCT02010711T	870	64	31	113	665	61
CPCT02070415T	579	7	2	43	534	0
CPCT02020323T	5151	2	4	6	5145	2
CPCT02070147TII	849	62	176	293	282	98
CPCT02010389T	637	1	19	57	561	0
CPCT02010998T	829	21	5	45	779	0
CPCT02010875T	995	3	193	637	165	0
CPCT02020501T	621	14	113	367	141	0
CPCT02070274T	735	15	0	17	718	0
CPCT02070151T	954	13	9	24	921	0
CPCT02070295T	501	24	48	327	126	0
CPCT02090033T	908	28	11	10	887	0
CPCT02070161T	616	8	94	115	407	0
CPCT02011012T	682	69	5	10	593	74
CPCT02020628T	1804	39	585	797	422	0
CPCT02340055T	430	0	24	74	332	0
CPCT02070361T	579	0	44	105	430	0
CPCT02070131T	3792	25	51	142	3599	0
CPCT02020560T	549	0	87	447	15	0
CPCT02010233T	788	38	64	297	396	31
CPCT02140052T	911	2	NA	NA	NA	NA
CPCT02070218T	1235	6	565	551	121	1
CPCT02070091T	602	0	111	250	241	0
CPCT02070379T	943	2	98	408	437	0
CPCT02010415T	971	85	9	44	878	40
CPCT02140081T	971	13	302	302	367	0
CPCT02010885T	421	0	5	48	368	0
CPCT02070416T	602	49	0	0	602	0
CPCT02340086T	973	10	151	274	548	0
CPCT02080110T	1260	0	76	183	1001	0
CPCT02020970T	613	57	51	82	480	0
CPCT02140067T	554	19	1	8	545	0
CPCT02350003T	550	1	85	269	196	0
CPCT02070101T	1164	10	544	440	180	0
CPCT02010971T	495	27	0	0	495	0
CPCT02010692TII	820	51	4	31	785	0
CPCT02300046T	1279	21	288	655	336	0
CPCT02020847T	1269	69	5	54	1210	0
CPCT02140020T	1148	34	292	561	295	0
CPCT02040280T	1057	49	7	41	1009	0
CPCT02080078TII	1082	322	NA	NA	NA	NA
CPCT02010973T	768	11	2	3	763	0
CPCT02020313T	566	6	7	68	491	0
CPCT02040046T	471	70	77	60	246	88
CPCT02070100T	550	22	10	51	467	22
CPCT02010857T	574	2	133	265	176	0
CPCT02011010T	851	47	2	16	833	0
CPCT02220030T	16745	844	1	41	16703	0
CPCT02070158T	878	16	8	48	822	0
CPCT02150008T	576	14	18	69	489	0
CPCT02070046T	460	10	2	26	432	0
CPCT02020500T	1055	529	24	43	450	538
CPCT02020386T	618	0	77	363	178	0
CPCT02370027T	1009	12	305	423	281	0
CPCT02050389T	711	66	3	16	635	57
CPCT02070142T	947	134	6	38	781	122
CPCT02140030T	916	145	238	311	219	148
CPCT02070140T	5394	212	0	2	5392	0
CPCT02020731T	747	8	120	268	361	1
CPCT02070306T	821	8	331	309	181	0
CPCT02010257T	519	0	8	53	458	0
CPCT02070069TII	715	67	8	25	628	54
CPCT02020656TII	889	57	0	7	882	0
CPCT02070388T	919	134	125	445	234	115
CPCT02010762T	764	1	254	471	39	0
CPCT02070068T	725	133	NA	NA	NA	NA
CPCT02050391T	841	29	114	308	419	0
CPCT02030300T	1318	2	199	849	270	0
CPCT02070264T	835	4	190	456	189	0
CPCT02150019T	678	3	151	387	140	0
CPCT02120074T	513	3	61	281	146	25
CPCT02140041TIV	1385	25	363	638	384	0
CPCT02070127T	386	0	56	291	39	0
CPCT02140075T	454	26	4	40	386	24
CPCT02070266T	409	17	1	43	352	13
CPCT02020827T	537	82	10	42	485	0
CPCT02070064TIII	664	0	103	480	87	3
CPCT02010399T	417	28	1	27	335	54
CPCT02020275T	670	21	117	279	274	0
CPCT02070335T	951	3	295	286	370	0
CPCT02070315T	958	10	388	360	210	0
CPCT02140038T	892	13	178	307	409	1
CPCT02020715T	591	28	8	38	545	0
CPCT02010840T	824	73	8	70	629	117
CPCT02010490T	612	42	52	244	262	54
CPCT02140026T	612	14	38	377	201	2
CPCT02070256T	819	3	148	394	277	0
CPCT02230102T	607	94	0	2	527	78
CPCT02330129T	798	230	16	38	527	226
CPCT02210074T	616	1	144	410	62	0
CPCT02020387T	9984	2030	730	3656	3416	2194
CPCT02040107T	934	50	5	15	924	5
CPCT02070368T	1142	4	454	453	235	0
CPCT02140006T	705	19	69	505	104	27
CPCT02140065T	1217	8	66	665	486	0
CPCT02070027T	873	75	2	39	772	60
CPCT02010537T	736	9	91	458	187	0
CPCT02070195T	1241	186	209	499	285	248
CPCT02020370T	846	4	128	607	111	0
CPCT02070125T	612	12	105	171	336	0
CPCT02070174TII	710	0	85	452	181	4
CPCT02070378T	1068	8	90	447	531	0
CPCT02070280T	880	76	0	6	798	76
CPCT02330044T	670	36	1	19	650	0
CPCT02011002T	596	62	118	173	239	66
CPCT02070233T	661	19	0	16	645	0
CPCT02070398T	1405	17	459	417	529	0
CPCT02070049T	922	10	166	350	406	0
CPCT02070338T	1021	18	203	488	330	0
CPCT02070367T	875	41	167	438	189	81
CPCT02340099T	1387	3	268	563	556	0
CPCT02020610T	698	61	5	11	682	0
CPCT02070402T	524	10	5	29	490	0
CPCT02070241T	996	0	NA	NA	NA	NA
CPCT02020348T	1130	0	367	652	111	0
CPCT02070106T	917	138	11	81	691	134
CPCT02220064T	645	43	167	170	308	0
CPCT02070292T	721	2	89	415	217	0
CPCT02010249T	770	38	121	313	336	0
CPCT02010877T	865	12	254	240	371	0
CPCT02070080T	2079	9	604	539	936	0
CPCT02150031T	1075	31	255	529	291	0
CPCT02230013T	749	31	1	27	693	28
CPCT02020476T	2131	211	103	181	1672	175
CPCT02070223T	670	159	0	43	458	169
CPCT02070135T	634	37	24	50	546	17
CPCT02020394T	814	86	4	55	686	69
CPCT02020673T	586	12	40	55	491	0
CPCT02070024T	5712	418	1	0	5711	0
CPCT02070312T	801	9	168	335	298	0
CPCT02070075T	529	2	1	24	504	0
CPCT02290006T	782	38	183	239	313	47
CPCT02140011T	1026	63	136	553	337	0
CPCT02020620T	715	38	79	343	229	64
CPCT02070148T	810	31	0	8	802	0
CPCT02070021T	743	20	8	14	725	2
CPCT02020502T	705	22	0	0	705	0
CPCT02070236T	1072	1	216	744	112	0
CPCT02070359T	1131	115	2	13	1116	0
CPCT02020224TII	760	8	109	554	97	0
CPCT02140055T	378	0	7	42	329	0
CPCT02020525T	718	33	331	188	199	0
CPCT02020678TII	658	18	24	53	569	12
CPCT02210043T	903	19	46	647	210	0
CPCT02380014T	908	90	11	117	679	110
CPCT02070289T	834	204	7	45	573	215
CPCT02020686T	592	12	12	68	512	0
CPCT02020760T	469	17	1	12	456	0
CPCT02290031T	796	5	133	500	163	0
CPCT02340056T	982	24	235	523	224	0
CPCT02030545T	751	8	12	80	607	52
CPCT02070234T	765	76	0	1	764	0
CPCT02030488T	1747	3	333	941	473	0
CPCT02330029T	1274	12	465	275	534	0
CPCT02070362T	890	498	0	0	325	565
CPCT02070339T	893	0	182	401	310	0
CPCT02010214TIII	1021	5	267	673	81	0
CPCT02010978T	1148	5	188	379	581	0
CPCT02310008T	617	0	202	139	278	1
CPCT02020310T	595	24	103	406	86	0
CPCT02070139T	609	47	16	121	424	48
CPCT02020378T	1093	108	206	248	507	132
CPCT02020422T	1165	0	231	597	337	0
CPCT02070395T	489	35	17	77	395	0
CPCT02010291TII	1250	88	2	31	1217	0
CPCT02140054T	1015	2	203	482	330	0
CPCT02020704TII	15821	785	63	81	15133	544
CPCT02070211T	848	2	273	320	255	0
CPCT02070206T	802	105	199	310	185	108
CPCT02070364T	1019	16	4	60	955	0
CPCT02070217T	439	29	0	1	438	0
CPCT02040283T	583	64	3	27	490	66
CPCT02380009T	1358	0	484	795	79	0
CPCT02300002T	552	11	3	24	525	0
CPCT02070235T	449	0	48	293	108	0
CPCT02060249T	525	0	128	166	231	0
CPCT02070134T	1157	13	22	89	1046	0
CPCT02070133T	784	26	3	70	702	9
CPCT02360014T	970	224	14	70	565	321
CPCT02140007T	985	243	NA	NA	NA	NA
CPCT02011011T	1212	0	NA	NA	NA	NA
CPCT02070250T	796	18	79	616	101	0
CPCT02140023T	587	13	9	67	499	12
CPCT02070202T	1948	19	824	285	839	0
CPCT02340038T	1023	12	149	495	379	0
CPCT02120057T	766	0	311	319	136	0
CPCT02070293T	896	14	143	379	374	0
CPCT02220031T	1043	47	81	51	870	41
CPCT02020409T	1185	10	220	448	517	0
CPCT02030380TII	690	25	13	54	608	15
CPCT02010958T	927	93	10	110	722	85
CPCT02060124T	983	150	147	722	146	16
CPCT02070181T	473	0	112	278	83	0
CPCT02070200T	933	23	254	585	98	2
CPCT02070383T	798	3	96	424	278	0
CPCT02070252T	320	19	4	28	271	17
CPCT02070220T	681	16	7	33	641	0
CPCT02020388T	923	4	176	491	256	0
CPCT02070087T	732	114	5	34	561	132
CPCT02030285T	506	0	15	93	398	0
CPCT02070153T	503	1	7	43	453	0
CPCT02080180T	661	23	177	260	224	0
CPCT02010629T	786	55	113	535	138	0
CPCT02330125T	22320	136	126	681	21513	0
CPCT02070193T	1225	25	367	410	448	0
CPCT02020449T	1109	11	284	376	449	0
DRUP01070038T	11270	176	1	311	10958	0
CPCT02010290T	823	64	3	27	793	0
CPCT02070229T	1255	72	12	55	1125	63
CPCT02140086T	641	82	0	0	489	152
CPCT02070301T	648	91	25	54	528	41
CPCT02020357T	1033	148	0	25	891	117
CPCT02100041T	708	46	95	478	62	73
CPCT02100189T	501	38	2	30	443	26
CPCT02070409T	612	41	4	26	534	48
CPCT02010753T	1445	72	385	429	540	91
CPCT02060045T	668	40	NA	NA	NA	NA
CPCT02020981T	714	0	NA	NA	NA	NA
CPCT02190054T	678	39	198	299	146	35
CPCT02070452T	958	82	188	461	166	143
CPCT02070425T	1276	13	109	911	256	0
CPCT02011043T	824	1	256	535	35	1
CPCT02350020T	1032	21	337	538	157	0
CPCT02220082T	970	1	1	47	922	0
CPCT02020977T	354	15	0	0	354	0
CPCT02100202T	839	0	138	674	27	0
CPCT02020942T	711	2	146	367	198	0
CPCT02070484T	746	9	2	46	698	0
CPCT02070473T	489	21	0	31	439	19
CPCT02040342T	589	5	1	39	549	0
CPCT02060294T	568	69	48	64	409	47
CPCT02300052T	998	11	1	10	987	0
CPCT02070474T	780	14	72	588	120	0
CPCT02070433T	686	47	60	320	236	70
CPCT02100203T	966	64	NA	NA	NA	NA
CPCT02050442T	1063	14	294	400	369	0
CPCT02070483T	831	36	141	475	215	0
CPCT02070490T	896	4	173	400	323	0
CPCT02070478T	1043	33	1	20	1022	0
CPCT02200006T	945	119	NA	NA	NA	NA
CPCT02070426T	933	53	122	608	138	65
CPCT02011005T	431	0	79	156	196	0
WIDE01010234T	702	28	1	43	632	26
CPCT02040316T	816	8	277	320	219	0
CPCT02070482T	588	530	0	17	571	0
CPCT02210085T	813	4	153	243	417	0
CPCT02390044T	2402	15	636	746	1020	0
CPCT02020888T	427	37	9	21	359	38
CPCT02070487T	976	0	390	468	118	0
CPCT02160062T	532	39	0	0	461	71
CPCT02020924TII	796	85	136	231	336	93
CPCT02070446T	510	18	NA	NA	NA	NA
CPCT02070466TII	713	80	3	54	585	71
CPCT02070430T	554	36	12	61	481	0
CPCT02070449T	332	20	11	43	278	0
CPCT02160061T	813	3	131	526	156	0
WIDE01010113T	790	70	8	108	619	55
CPCT02150043T	439	29	26	358	12	43
CPCT02020968T	1019	3	280	464	275	0
CPCT02070486T	595	41	6	42	519	28
CPCT02020931T	796	26	159	318	321	1
CPCT02070472T	700	6	2	8	690	0
CPCT02040343T	1054	110	2	11	1041	0
WIDE01010215T	1055	63	22	73	888	72
CPCT02070459T	467	42	5	32	389	41
WIDE01010283T	539	75	0	0	470	69
CPCT02150047T	711	12	38	450	223	0
CPCT02050418T	977	65	215	264	404	94
CPCT02020938TII	728	56	5	12	711	0
CPCT02140102T	842	14	204	520	118	0
CPCT02070468T	426	85	1	8	334	83
CPCT02150052T	2112	38	1016	611	485	0
CPCT02390037T	1139	78	0	17	1122	0
CPCT02080281T	1111	2	381	473	257	0
CPCT02070454T	360	0	30	254	76	0
CPCT02140098T	745	28	33	73	617	22
CPCT02430002T	664	4	3	15	646	0
CPCT02070444TII	936	20	124	627	185	0
CPCT02050443T	7554	808	262	234	6404	654
CPCT02130169T	592	83	22	61	446	63
CPCT02340108T	453	3	10	39	404	0
CPCT02070420T	465	0	2	66	397	0
CPCT02040334T	1129	4	99	969	61	0
CPCT02070450T	609	13	152	167	290	0
CPCT02020918TII	988	5	235	647	106	0
CPCT02220069T	1058	43	32	77	895	54
WIDE01010214T	839	32	0	45	794	0
CPCT02100194T	528	0	92	322	114	0
WIDE01010642T	844	7	198	277	369	0
CPCT02020982T	654	0	31	82	541	0
CPCT02020975T	711	17	0	2	709	0
WIDE01010246T	1086	56	39	83	892	72
WIDE01010585T	1598	0	NA	NA	NA	NA
WIDE01010628T	1039	79	7	64	890	78
WIDE01010453T	1094	0	122	957	15	0
WIDE01010650T	442	54	0	9	433	0
WIDE01010484T	737	6	143	402	192	0
WIDE01010383T	655	6	85	332	238	0
WIDE01010668T	618	21	113	424	59	22
WIDE01010537T	1777	60	416	737	514	110
WIDE01010920T	1036	12	296	274	466	0
WIDE01010750T	1009	91	266	366	377	0
WIDE01010919T	719	0	79	232	408	0
WIDE01010907T	773	17	36	126	611	0
WIDE01010969T	557	0	92	270	195	0
WIDE01010970T	1062	4	392	401	269	0
WIDE01010790T	968	9	303	249	416	0
WIDE01010918T	776	12	0	17	759	0
WIDE01010873T	656	24	8	61	564	23
WIDE01010744T	892	46	42	121	689	40
WIDE01010117T	931	16	210	346	375	0
WIDE01010959T	704	8	34	224	446	0
WIDE01010997T	502	0	90	287	125	0
WIDE01011050T	1135	57	NA	NA	NA	NA
WIDE01011057T	597	34	187	279	131	0
WIDE01011136T	828	1	200	357	271	0
CPCT02050055TII	603	4	334	104	165	0
CPCT02020853T	150	0	NA	NA	NA	NA
CPCT02060256T	274	40	1	8	265	0
CPCT02020542T	387	2	118	74	195	0
CPCT02050052TII	237	1	1	11	225	0
CPCT02020785T	909	5	59	511	339	0
CPCT02040246T	233	0	31	135	67	0
CPCT02080270T	320	2	0	19	301	0
CPCT02050415T	275	3	43	92	140	0
CPCT02070243T	230	2	15	150	65	0
CPCT02050007T	448	7	3	22	423	0
CPCT02050014T	587	79	10	21	556	0
CPCT02050158T	217	0	17	165	35	0
CPCT02020854T	211	1	100	38	73	0
CPCT02050024T	241	5	34	72	135	0
CPCT02030461T	935	277	8	97	670	160
CPCT02220050T	637	0	167	383	87	0
CPCT02060228T	152	1	0	9	143	0
CPCT02020578T	626	29	0	13	613	0
CPCT02340100T	559	8	7	54	498	0
CPCT02030279T	224	63	6	6	144	68
CPCT02010393TII	360	0	55	275	30	0
CPCT02050073TII	295	22	0	6	289	0
CPCT02020271T	332	90	6	1	325	0
CPCT02340040T	207	0	0	8	199	0
CPCT02120101T	305	2	94	148	63	0
CPCT02050212T	264	8	5	18	241	0
CPCT02050236T	292	7	0	11	281	0
CPCT02050370T	480	3	81	259	140	0
CPCT02010794T	549	10	87	83	379	0
CPCT02020250T	264	18	25	26	213	0
CPCT02340102T	296	2	0	13	283	0
CPCT02030226T	197	2	0	6	191	0
CPCT02050308T	197	68	0	2	195	0
CPCT02030499T	290	2	15	20	255	0
CPCT02010532T	322	46	2	14	306	0
CPCT02060163T	145	3	12	13	117	3
CPCT02340083T	456	17	27	18	411	0
CPCT02050235T	602	13	21	27	554	0
CPCT02010801T	448	8	42	366	40	0
CPCT02080123T	500	64	1	19	482	1
CPCT02040142T	179	31	1	4	174	0
CPCT02010622T	194	2	0	15	179	0
CPCT02010439T	261	0	8	17	236	0
CPCT02050232T	184	22	2	5	146	31
CPCT02020665T	280	4	58	13	209	0
CPCT02020519T	386	3	7	28	351	0
CPCT02050047T	307	0	NA	NA	NA	NA
CPCT02010505T	113	1	2	4	107	0
CPCT02220057T	304	31	34	36	234	0
CPCT02180012T	60	26	0	0	60	0
CPCT02020517T	360	0	NA	NA	NA	NA
CPCT02020373T	192	8	22	97	73	0
CPCT02020789T	233	6	15	139	79	0
CPCT02020626T	375	5	61	184	130	0
CPCT02020868T	165	15	0	2	163	0
CPCT02050149T	334	0	93	143	98	0
CPCT02020281T	235	35	8	10	217	0
CPCT02080266TII	468	13	22	41	395	10
CPCT02020863T	412	10	37	269	106	0
CPCT02010436T	275	7	53	191	31	0
CPCT02030272T	273	11	74	162	37	0
CPCT02030213T	309	5	49	149	111	0
CPCT02080259T	508	0	NA	NA	NA	NA
CPCT02010371T	253	4	65	72	116	0
CPCT02050373T	178	1	0	9	169	0
CPCT02160035T	352	0	0	11	341	0
CPCT02050404T	226	11	5	20	192	9
